Period,Institution,Catalogue,Throat,Latitude,Longitude,Zone,Population
0,MVZ,MVZ:Bird:142288,1,20.7058,-103.283,C,6
0,MVZ,MVZ:Bird:142289,1,20.7058,-103.283,C,6
1,iNat,80288031,4,20.7051,-103.268,C,6
1,iNat,103776069,2,20.69985,-104.045,C,6
1,iNat,97263334,1,20.69694,-103.23,C,6
1,iNat,69546396,4,20.68852,-103.331,C,6
1,iNat,17812540,1,20.6594,-103.348,C,6
1,iNat,104134813,1,20.64204,-103.985,C,6
1,iNat,69831842,1,20.63991,-103.312,C,6
1,iNat,69907329,2,20.63963,-103.312,C,6
1,iNat,80958915,1,20.63456,-104.035,C,6
1,iNat,613609,1,20.62801,-104.036,C,6
1,iNat,69508802,1,20.62257,-105.106,C,6
1,iNat,41563284,1,20.62081,-100.451,C,6
1,iNat,41563276,1,20.6208,-100.451,C,6
1,iNat,13831239,1,20.59855,-104.019,C,6
1,iNat,14229017,1,20.59548,-104.012,C,6
1,iNat,5595075,1,20.58922,-103.912,C,6
1,iNat,29941947,1,20.58265,-103.946,C,6
1,iNat,76987880,1,20.57857,-105.196,C,6
1,iNat,9393743,1,20.53611,-104.73,C,6
1,iNat,76970569,5,20.53094,-105.29,C,6
1,iNat,76851102,4,20.50749,-105.31,D,7
1,iNat,37234588,1,20.4997,-100.342,D,7
1,iNat,1201797,4,20.48822,-105.448,D,7
1,iNat,5035164,1,20.48787,-105.448,D,7
1,iNat,8669698,2,20.48787,-105.448,D,7
1,iNat,31027991,2,20.48787,-105.448,D,7
1,iNat,38845452,2,20.48787,-105.448,D,7
1,iNat,21880913,3,20.48787,-105.448,D,7
1,iNat,104879468,3,20.48787,-105.448,D,7
1,iNat,6013653,4,20.48787,-105.448,D,7
1,iNat,5384124,5,20.48787,-105.448,D,7
1,iNat,1829933,1,20.48729,-105.443,D,7
1,iNat,2267627,1,20.48729,-105.443,D,7
1,iNat,4835414,1,20.48729,-105.443,D,7
1,iNat,3167248,2,20.48729,-105.443,D,7
1,iNat,1704358,3,20.48729,-105.443,D,7
1,iNat,21718055,1,20.48408,-105.435,D,7
1,iNat,21714070,5,20.48408,-105.435,D,7
1,iNat,40734282,4,20.48344,-105.434,D,7
0,DMNH,25748,5,20.4422601,-105.545445,D,7
1,iNat,251477,5,20.41994,-105.584,D,7
1,iNat,69689572,5,20.41347,-105.585,D,7
0,DMNH,25752,1,20.3717451,-105.3792285,D,7
1,iNat,35520977,1,20.35203,-105.308,D,7
1,iNat,73654461,5,20.34128,-105.35,D,7
1,iNat,72585369,1,20.34123,-105.35,D,7
1,iNat,70920910,3,20.34119,-105.349,D,7
1,iNat,72585305,2,20.34117,-105.35,D,7
1,iNat,611510,1,20.34112,-105.35,D,7
1,iNat,5195291,2,20.34077,-105.35,D,7
1,iNat,53325770,5,20.34076,-105.35,D,7
1,iNat,82229446,1,20.3407,-105.349,D,7
1,iNat,50144423,1,20.34067,-105.348,D,7
1,iNat,32579835,3,20.33812,-105.35,D,7
1,iNat,613224,1,20.3381,-105.346,D,7
1,iNat,35389436,3,20.33779,-105.345,D,7
1,iNat,35389437,5,20.33776,-105.345,D,7
0,DMNH,25747,5,20.3205966,-105.32544,D,7
1,iNat,611743,5,20.3192,-105.459,D,7
1,iNat,7569337,4,20.31897,-105.458,D,7
0,WFVZ,8516,5,20.3172668,-105.32544,D,7
1,iNat,35520973,5,20.31376,-105.405,D,7
1,iNat,5747011,5,20.29082,-104.062,D,7
1,iNat,72585360,1,20.28239,-105.376,D,7
1,iNat,73338706,5,20.2772,-105.379,D,7
1,iNat,37571837,3,20.2542,-104.086,D,7
1,iNat,37571839,5,20.25415,-104.085,D,7
1,iNat,37571834,5,20.25121,-104.081,D,7
1,iNat,77856308,5,20.22509,-105.207,D,7
0,DMNH,25749,4,20.2139318,-105.34044,D,7
0,DMNH,25750,5,20.1958333,-105.3405556,D,7
1,iNat,64943080,4,20.1346,-104.3,D,7
1,iNat,80959930,5,19.91379,-104.064,D,7
1,iNat,47366186,5,19.89302,-104.048,D,7
1,iNat,6046125,5,19.83504,-104.219,D,7
1,iNat,14678325,5,19.83134,-104.217,D,7
1,iNat,10718356,5,19.81726,-104.198,D,7
1,iNat,8971824,5,19.81322,-104.222,D,7
1,iNat,73422242,5,19.81291,-104.205,D,7
1,iNat,19748687,5,19.8072,-104.137,D,7
1,iNat,21347803,2,19.80684,-104.137,D,7
1,iNat,40341295,3,19.80516,-104.138,D,7
1,iNat,12504862,4,19.80505,-104.135,D,7
1,iNat,40341296,5,19.80501,-104.139,D,7
1,iNat,21369776,5,19.80216,-104.146,D,7
1,iNat,10483025,5,19.78811,-104.246,D,7
1,iNat,5642810,5,19.77527,-104.434,D,7
1,iNat,12286619,1,19.77193,-104.433,D,7
0,MVZ,MVZ:Bird:142258,5,19.76061705,-103.11972,D,7
1,iNat,10518514,1,19.75636,-104.054,D,7
1,iNat,5643047,4,19.75636,-104.054,D,7
1,iNat,74448864,5,19.70602,-104.157,D,7
1,iNat,74448863,4,19.70398,-104.156,D,7
1,iNat,6515570,5,19.7024,-104.115,D,7
1,iNat,41821724,5,19.70075,-104.204,D,7
1,iNat,13970366,5,19.68406,-104.141,D,7
1,iNat,96309917,5,19.65679,-104.319,D,7
1,iNat,37456069,3,19.59528,-99.0536,D,7
1,iNat,45329897,2,19.59468,-99.0539,D,7
1,iNat,26409769,5,19.57509,-105.084,D,7
1,iNat,75925945,1,19.57231,-99.1262,D,7
1,iNat,34119910,1,19.57208,-99.0577,D,7
1,iNat,23004053,5,19.54907,-105.082,D,7
1,iNat,7373906,1,19.5314,-99.0902,D,7
1,iNat,22313229,5,19.52604,-105.072,D,7
1,iNat,21706022,5,19.51853,-102.574,D,7
1,iNat,6085466,5,19.51741,-102.573,D,7
1,iNat,21704323,3,19.5174,-102.573,D,7
1,iNat,61509878,5,19.5174,-102.573,D,7
1,iNat,61509880,5,19.5174,-102.573,D,7
1,iNat,61113336,5,19.51693,-102.572,D,7
1,iNat,61113338,5,19.51693,-102.572,D,7
1,iNat,61113344,5,19.51693,-102.572,D,7
1,iNat,28555111,5,19.51178,-102.573,D,7
1,iNat,21097060,5,19.50223,-105.042,D,7
1,iNat,21097061,5,19.50223,-105.042,D,7
1,iNat,68558113,5,19.5001,-105.045,D,7
1,iNat,49066210,5,19.49907,-105.044,D,7
1,iNat,23004061,5,19.49773,-105.048,D,7
1,iNat,36989125,5,19.4877,-104.995,D,7
1,iNat,22130832,5,19.46923,-104.184,D,7
1,iNat,13512954,5,19.46785,-99.1954,D,7
1,iNat,60013713,5,19.46565,-105.04,D,7
0,WFVZ,1978,5,19.4556412,-104.665424,D,7
1,iNat,5310005,4,19.45447,-103.779,D,7
1,iNat,72586687,5,19.44908,-105.026,D,7
1,iNat,4297425,5,19.44755,-105.032,D,7
1,iNat,69268657,5,19.42342,-104.981,D,7
1,iNat,31236839,4,19.41892,-103.793,D,7
0,MLZ,24330,5,19.41787,-100.909,D,7
0,MLZ,24331,5,19.41787,-100.909,D,7
0,MLZ,24332,5,19.41787,-100.909,D,7
0,WFVZ,7178,5,19.3989765,-103.587072,D,7
0,WFVZ,7179,5,19.3989765,-103.587072,D,7
1,iNat,65239222,1,19.38981,-99.2741,D,7
1,iNat,33163058,5,19.36959,-104.087,D,7
1,iNat,480677,1,19.35138,-99.1262,D,7
1,iNat,55467186,5,19.32593,-103.942,D,7
1,iNat,3133960,5,19.29616,-99.193,D,7
1,iNat,80749742,5,19.2789,-104.239,D,7
1,iNat,1274726,1,19.27428,-99.1775,D,7
1,iNat,79363828,5,19.26125,-104.147,D,7
0,MVZ,MVZ:Bird:142259,5,19.251592,-103.50709,D,7
0,MVZ,MVZ:Bird:142260,5,19.251592,-103.50709,D,7
1,iNat,86997137,5,19.24951,-104.798,D,7
1,iNat,91532894,5,19.24845,-104.799,D,7
0,MLZ,36634,5,19.2461,-104.533,D,7
0,MLZ,36635,5,19.2461,-104.533,D,7
0,MLZ,36636,5,19.2461,-104.533,D,7
0,MLZ,36637,5,19.2461,-104.533,D,7
0,MLZ,36638,5,19.2461,-104.533,D,7
0,MLZ,36639,5,19.2461,-104.533,D,7
0,MLZ,36730,5,19.2461,-104.533,D,7
0,MLZ,36734,5,19.2461,-104.533,D,7
0,MLZ,53636,5,19.2461,-104.533,D,7
1,iNat,40048489,5,19.24523,-103.724,D,7
0,MVZ,MVZ:Bird:142261,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142262,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142263,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142264,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142265,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142266,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142267,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142268,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142269,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142270,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142271,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142272,1,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142273,1,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142274,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142275,5,19.24323556,-103.8444233,D,7
0,MVZ,MVZ:Bird:142276,5,19.24323556,-103.8444233,D,7
0,MLZ,53154,5,19.2385,-103.622,D,7
0,MLZ,53155,5,19.2385,-103.622,D,7
0,MLZ,53635,5,19.2385,-103.622,D,7
1,iNat,61638466,5,19.22496,-104.715,D,7
1,iNat,42973162,5,19.22406,-104.715,D,7
1,iNat,40398443,5,19.20811,-104.636,D,7
1,iNat,72336366,5,19.18575,-103.671,D,7
1,iNat,70903290,5,19.18572,-103.67,D,7
1,iNat,68748495,5,19.18553,-103.67,D,7
1,iNat,73363505,5,19.18399,-103.672,D,7
1,iNat,29291828,5,19.1833,-102.004,D,7
1,iNat,1148012,5,19.1811,-103.692,D,7
0,MLZ,56462,5,19.18043,-101.93,D,7
1,iNat,32919311,4,19.17613,-103.871,D,7
0,WFVZ,7176,5,19.1689873,-103.930408,D,7
1,iNat,12507632,5,19.16817,-103.342,D,7
1,iNat,12507638,5,19.16813,-103.341,D,7
1,iNat,9378777,5,19.1679,-102.019,D,7
1,iNat,9486006,5,19.16775,-102.019,D,7
1,iNat,9486005,5,19.16757,-102.019,D,7
1,iNat,9378789,5,19.16753,-102.019,D,7
1,iNat,103689375,5,19.16158,-103.884,D,7
1,iNat,5176383,5,19.15668,-102.054,D,7
1,iNat,251189,5,19.1566,-103.938,D,7
1,iNat,80620665,5,19.14878,-104.404,D,7
1,iNat,97957120,5,19.14878,-104.404,D,7
1,iNat,102645380,5,19.14878,-104.404,D,7
0,MLZ,25461,5,19.14581,-102.321,D,7
0,MLZ,25462,5,19.14581,-102.321,D,7
0,MLZ,25469,5,19.14581,-102.321,D,7
0,MLZ,25470,5,19.14581,-102.321,D,7
0,MLZ,25471,5,19.14581,-102.321,D,7
1,iNat,25971765,5,19.14409,-104.509,D,7
1,iNat,42279182,5,19.11526,-103.854,D,7
1,iNat,49058100,5,19.11381,-104.338,D,7
1,iNat,24149216,5,19.108,-104.402,D,7
1,iNat,12436662,5,19.10398,-104.399,D,8
1,iNat,7245903,5,19.10369,-104.402,D,8
1,iNat,79311748,5,19.09942,-103.681,D,8
1,iNat,25145227,5,19.06385,-102.003,D,8
1,iNat,29292633,5,19.06362,-102.003,D,8
1,iNat,102262326,5,19.049,-103.9,D,8
1,iNat,70235963,5,19.0439,-104.258,D,8
0,MLZ,54878,5,19.03817,-100.736,D,8
0,MLZ,54879,5,19.03817,-100.736,D,8
0,MLZ,54880,5,19.03817,-100.736,D,8
1,iNat,5228198,1,19.03015,-98.1861,D,8
0,MLZ,56459,5,19.01587,-102.253,D,8
0,MLZ,56460,5,19.01587,-102.253,D,8
0,MLZ,56461,5,19.01587,-102.253,D,8
1,iNat,10490150,5,18.99721,-98.1039,D,8
1,iNat,9824459,1,18.96132,-99.2496,D,8
1,iNat,9378822,5,18.93516,-101.817,D,8
0,WFVZ,7180,5,18.9339988,-104.068741,D,8
1,iNat,52321140,1,18.92421,-99.2216,D,8
1,iNat,52321141,1,18.92421,-99.2216,D,8
0,MVZ,MVZ:Bird:153369,5,18.91861111,-99.09666667,D,8
1,iNat,9605567,5,18.917,-103.881,D,8
0,MVZ,MVZ:Bird:153368,5,18.8922,-99.1297,D,8
1,iNat,19854750,5,18.88793,-101.618,D,8
1,iNat,70964629,5,18.88031,-101.625,D,8
1,iNat,19543072,5,18.7802,-97.2055,D,8
1,iNat,3846839,5,18.76171,-99.1206,D,8
1,iNat,14697695,5,18.76001,-99.1051,D,8
1,iNat,25981411,5,18.73086,-99.1119,D,8
1,iNat,13453893,5,18.72931,-99.091,D,8
1,iNat,64213870,4,18.60586,-98.7167,D,8
1,iNat,14077507,5,18.5747,-99.3462,D,8
1,iNat,267423,5,18.55511,-103.632,D,8
1,iNat,267680,5,18.55511,-103.632,D,8
0,MVZ,MVZ:Bird:131521,4,18.49055556,-98.39638889,D,8
0,MVZ,MVZ:Bird:131522,4,18.49055556,-98.39638889,D,8
1,iNat,88353933,5,18.45958,-99.0319,D,8
1,iNat,5307929,5,18.45405,-99.1187,D,8
1,iNat,3756087,5,18.449,-99.1156,D,8
1,iNat,88353914,5,18.44711,-99.0262,D,8
1,iNat,104797727,5,18.43729,-99.0316,D,8
1,iNat,22181175,5,18.43677,-99.0205,D,8
1,iNat,65058855,5,18.407,-99.0092,D,8
1,iNat,7203354,5,18.33675,-98.9578,D,8
0,MLZ,28852,5,18.30246,-100.979,D,8
0,MLZ,28853,5,18.30246,-100.979,D,8
1,iNat,1082688,5,18.25995,-98.5779,D,8
0,MLZ,38106,5,18.23051,-98.1749,D,8
0,MLZ,38107,3,18.23051,-98.1749,D,8
0,MLZ,38108,3,18.23051,-98.1749,D,8
1,iNat,690466,5,18.19543,-101.696,D,8
1,iNat,67096871,5,18.16474,-98.1799,D,8
1,iNat,98621963,5,18.14931,-97.1373,D,8
1,iNat,19087784,5,18.09866,-102.68,D,8
1,iNat,5375938,5,18.05995,-98.9766,D,8
1,iNat,37111150,5,18.0335,-102.326,D,8
1,iNat,5292282,5,18.02954,-98.9201,D,8
1,iNat,5376596,5,18.02303,-98.887,D,8
1,iNat,5376601,5,18.02303,-98.887,D,8
1,iNat,5376792,5,18.02303,-98.887,D,8
1,iNat,12969319,5,17.9511,-99.653,D,8
0,MLZ,58660,5,17.92408,-99.5604,D,8
0,MLZ,45970,5,17.85245,-99.5733,D,8
1,iNat,63298827,5,17.68601,-101.636,E,9
1,iNat,18568192,5,17.68554,-101.633,E,9
1,iNat,18567828,5,17.6849,-101.633,E,9
